"","id_rec","day","system","channel","group","hour","wave","wavename","perc","num","mean","batch"
"104","2","8","1","1","Riv_SA","7","7","xylem ingestion",0,0,NA,"batch_2"
"105","2","8","1","1","Riv_SA","7","3","3",0,0,NA,"batch_2"
"106","2","8","1","1","Riv_SA","8","1","non probing",12.1897222222222,6,2.03162037037037,"batch_2"
"107","2","8","1","1","Riv_SA","8","2","pathway",68.4552777777778,6,11.409212962963,"batch_2"
"108","2","8","1","1","Riv_SA","8","4","salivation phloem",0,0,NA,"batch_2"
"109","2","8","1","1","Riv_SA","8","5","phloem feeding",0,0,NA,"batch_2"
"110","2","8","1","1","Riv_SA","8","6","penetration difficulties",0,0,NA,"batch_2"
"111","2","8","1","1","Riv_SA","8","7","xylem ingestion",0,0,NA,"batch_2"
"112","2","8","1","1","Riv_SA","8","3","3",0,0,NA,"batch_2"
"113","3","7","3","4","Riv_SA","1","1","non probing",100,1,100,"batch_2"
"114","3","7","3","4","Riv_SA","1","2","pathway",0,0,NA,"batch_2"
"115","3","7","3","4","Riv_SA","1","4","salivation phloem",0,0,NA,"batch_2"
"116","3","7","3","4","Riv_SA","1","5","phloem feeding",0,0,NA,"batch_2"
"117","3","7","3","4","Riv_SA","1","6","penetration difficulties",0,0,NA,"batch_2"
"118","3","7","3","4","Riv_SA","1","7","xylem ingestion",0,0,NA,"batch_2"
"119","3","7","3","4","Riv_SA","1","3","3",0,0,NA,"batch_2"
"120","3","7","3","4","Riv_SA","2","1","non probing",0,0,NA,"batch_2"
"121","3","7","3","4","Riv_SA","2","2","pathway",12.6525,2,6.32625000000001,"batch_2"
"122","3","7","3","4","Riv_SA","2","4","salivation phloem",0,0,NA,"batch_2"
"123","3","7","3","4","Riv_SA","2","5","phloem feeding",0,0,NA,"batch_2"
"124","3","7","3","4","Riv_SA","2","6","penetration difficulties",77.6252777777778,2,38.8126388888889,"batch_2"
"125","3","7","3","4","Riv_SA","2","7","xylem ingestion",0,0,NA,"batch_2"
"126","3","7","3","4","Riv_SA","2","3","3",0,0,NA,"batch_2"
"127","3","7","3","4","Riv_SA","3","1","non probing",1.86888888888888,1,1.86888888888888,"batch_2"
"128","3","7","3","4","Riv_SA","3","2","pathway",92.7722222222223,2,46.3861111111111,"batch_2"
"129","3","7","3","4","Riv_SA","3","4","salivation phloem",1.47194444444442,1,1.47194444444442,"batch_2"
"130","3","7","3","4","Riv_SA","3","5","phloem feeding",1.32444444444445,1,1.32444444444445,"batch_2"
"131","3","7","3","4","Riv_SA","3","6","penetration difficulties",0,0,NA,"batch_2"
"132","3","7","3","4","Riv_SA","3","7","xylem ingestion",0,0,NA,"batch_2"
"133","3","7","3","4","Riv_SA","3","3","3",0,0,NA,"batch_2"
"134","3","7","3","4","Riv_SA","4","1","non probing",0,0,NA,"batch_2"
"135","3","7","3","4","Riv_SA","4","2","pathway",20.2180555555556,2,10.1090277777778,"batch_2"
"136","3","7","3","4","Riv_SA","4","4","salivation phloem",7.39499999999992,4,1.84874999999998,"batch_2"
"137","3","7","3","4","Riv_SA","4","5","phloem feeding",42.2263888888889,2,21.1131944444445,"batch_2"
"138","3","7","3","4","Riv_SA","4","6","penetration difficulties",0,0,NA,"batch_2"
"139","3","7","3","4","Riv_SA","4","7","xylem ingestion",0,0,NA,"batch_2"
"140","3","7","3","4","Riv_SA","4","3","3",0,0,NA,"batch_2"
"141","3","7","3","4","Riv_SA","5","1","non probing",9.20777777777777,3,3.06925925925926,"batch_2"
"142","3","7","3","4","Riv_SA","5","2","pathway",75.2541666666667,4,18.8135416666667,"batch_2"
"143","3","7","3","4","Riv_SA","5","4","salivation phloem",1.21305555555551,1,1.21305555555551,"batch_2"
"144","3","7","3","4","Riv_SA","5","5","phloem feeding",11.5313888888889,1,11.5313888888889,"batch_2"
"145","3","7","3","4","Riv_SA","5","6","penetration difficulties",0,0,NA,"batch_2"
"146","3","7","3","4","Riv_SA","5","7","xylem ingestion",0,0,NA,"batch_2"
"147","3","7","3","4","Riv_SA","5","3","3",0,0,NA,"batch_2"
"148","3","7","3","4","Riv_SA","6","1","non probing",0,0,NA,"batch_2"
"149","3","7","3","4","Riv_SA","6","2","pathway",0,0,NA,"batch_2"
"150","3","7","3","4","Riv_SA","6","4","salivation phloem",0.102777777777684,1,0.102777777777684,"batch_2"
"151","3","7","3","4","Riv_SA","6","5","phloem feeding",37.9227777777778,1,37.9227777777778,"batch_2"
"152","3","7","3","4","Riv_SA","6","6","penetration difficulties",0,0,NA,"batch_2"
"153","3","7","3","4","Riv_SA","6","7","xylem ingestion",0,0,NA,"batch_2"
"154","3","7","3","4","Riv_SA","6","3","3",0,0,NA,"batch_2"
"155","3","7","3","4","Riv_SA","7","1","non probing",0,0,NA,"batch_2"
"156","3","7","3","4","Riv_SA","7","2","pathway",0,0,NA,"batch_2"
"157","3","7","3","4","Riv_SA","7","4","salivation phloem",0,0,NA,"batch_2"
"158","3","7","3","4","Riv_SA","7","5","phloem feeding",100,1,100,"batch_2"
"159","3","7","3","4","Riv_SA","7","6","penetration difficulties",0,0,NA,"batch_2"
"160","3","7","3","4","Riv_SA","7","7","xylem ingestion",0,0,NA,"batch_2"
"161","3","7","3","4","Riv_SA","7","3","3",0,0,NA,"batch_2"
"162","3","7","3","4","Riv_SA","8","1","non probing",0,0,NA,"batch_2"
"163","3","7","3","4","Riv_SA","8","2","pathway",0,0,NA,"batch_2"
"164","3","7","3","4","Riv_SA","8","4","salivation phloem",0,0,NA,"batch_2"
"165","3","7","3","4","Riv_SA","8","5","phloem feeding",100,1,100,"batch_2"
"166","3","7","3","4","Riv_SA","8","6","penetration difficulties",0,0,NA,"batch_2"
"167","3","7","3","4","Riv_SA","8","7","xylem ingestion",0,0,NA,"batch_2"
"168","3","7","3","4","Riv_SA","8","3","3",0,0,NA,"batch_2"
"169","4","7","1","7","Riv_SA","1","1","non probing",0.599444444444444,1,0.599444444444444,"batch_2"
"170","4","7","1","7","Riv_SA","1","2","pathway",99.4005555555555,1,99.4005555555555,"batch_2"
"171","4","7","1","7","Riv_SA","1","4","salivation phloem",0,0,NA,"batch_2"
"172","4","7","1","7","Riv_SA","1","5","phloem feeding",0,0,NA,"batch_2"
"173","4","7","1","7","Riv_SA","1","6","penetration difficulties",0,0,NA,"batch_2"
"174","4","7","1","7","Riv_SA","1","7","xylem ingestion",0,0,NA,"batch_2"
"175","4","7","1","7","Riv_SA","1","3","3",0,0,NA,"batch_2"
"176","4","7","1","7","Riv_SA","2","1","non probing",3.07,2,1.535,"batch_2"
"177","4","7","1","7","Riv_SA","2","2","pathway",1.98444444444445,2,0.992222222222227,"batch_2"
"178","4","7","1","7","Riv_SA","2","4","salivation phloem",0,0,NA,"batch_2"
"179","4","7","1","7","Riv_SA","2","5","phloem feeding",0,0,NA,"batch_2"
"180","4","7","1","7","Riv_SA","2","6","penetration difficulties",0,0,NA,"batch_2"
"181","4","7","1","7","Riv_SA","2","7","xylem ingestion",0,0,NA,"batch_2"
"182","4","7","1","7","Riv_SA","2","3","3",0,0,NA,"batch_2"
"183","4","7","1","7","Riv_SA","3","1","non probing",2.54472222222219,2,1.2723611111111,"batch_2"
"184","4","7","1","7","Riv_SA","3","2","pathway",42.7125,2,21.35625,"batch_2"
"185","4","7","1","7","Riv_SA","3","4","salivation phloem",1.01750000000005,1,1.01750000000005,"batch_2"
"186","4","7","1","7","Riv_SA","3","5","phloem feeding",28.9091666666666,1,28.9091666666666,"batch_2"
"187","4","7","1","7","Riv_SA","3","6","penetration difficulties",0,0,NA,"batch_2"
"188","4","7","1","7","Riv_SA","3","7","xylem ingestion",0,0,NA,"batch_2"
"189","4","7","1","7","Riv_SA","3","3","3",0,0,NA,"batch_2"
"190","4","7","1","7","Riv_SA","4","1","non probing",0,0,NA,"batch_2"
"191","4","7","1","7","Riv_SA","4","2","pathway",21.8722222222222,2,10.9361111111111,"batch_2"
"192","4","7","1","7","Riv_SA","4","4","salivation phloem",2.40638888888891,2,1.20319444444445,"batch_2"
"193","4","7","1","7","Riv_SA","4","5","phloem feeding",0,0,NA,"batch_2"
"194","4","7","1","7","Riv_SA","4","6","penetration difficulties",0,0,NA,"batch_2"
"195","4","7","1","7","Riv_SA","4","7","xylem ingestion",60.1788888888889,1,60.1788888888889,"batch_2"
"196","4","7","1","7","Riv_SA","4","3","3",0,0,NA,"batch_2"
"197","4","7","1","7","Riv_SA","5","1","non probing",4.30138888888886,2,2.15069444444443,"batch_2"
"198","4","7","1","7","Riv_SA","5","2","pathway",69.5569444444445,4,17.3892361111111,"batch_2"
"199","4","7","1","7","Riv_SA","5","4","salivation phloem",6.49416666666667,6,1.08236111111111,"batch_2"
"200","4","7","1","7","Riv_SA","5","5","phloem feeding",2.23833333333336,5,0.447666666666673,"batch_2"
"201","4","7","1","7","Riv_SA","5","6","penetration difficulties",0,0,NA,"batch_2"
"202","4","7","1","7","Riv_SA","5","7","xylem ingestion",0,0,NA,"batch_2"
"203","4","7","1","7","Riv_SA","5","3","3",0,0,NA,"batch_2"
"204","4","7","1","7","Riv_SA","6","1","non probing",5.41138888888895,3,1.80379629629632,"batch_2"
"205","4","7","1","7","Riv_SA","6","2","pathway",56.78,3,18.9266666666667,"batch_2"
"206","4","7","1","7","Riv_SA","6","4","salivation phloem",1.41861111111107,1,1.41861111111107,"batch_2"
"207","4","7","1","7","Riv_SA","6","5","phloem feeding",34.0647222222223,1,34.0647222222223,"batch_2"
"208","4","7","1","7","Riv_SA","6","6","penetration difficulties",0,0,NA,"batch_2"
"209","4","7","1","7","Riv_SA","6","7","xylem ingestion",0,0,NA,"batch_2"
"210","4","7","1","7","Riv_SA","6","3","3",0,0,NA,"batch_2"
"211","4","7","1","7","Riv_SA","7","1","non probing",0,0,NA,"batch_2"
"212","4","7","1","7","Riv_SA","7","2","pathway",0,0,NA,"batch_2"
"213","4","7","1","7","Riv_SA","7","4","salivation phloem",0,0,NA,"batch_2"
"214","4","7","1","7","Riv_SA","7","5","phloem feeding",100,1,100,"batch_2"
"215","4","7","1","7","Riv_SA","7","6","penetration difficulties",0,0,NA,"batch_2"
"216","4","7","1","7","Riv_SA","7","7","xylem ingestion",0,0,NA,"batch_2"
"217","4","7","1","7","Riv_SA","7","3","3",0,0,NA,"batch_2"
"218","4","7","1","7","Riv_SA","8","1","non probing",0,0,NA,"batch_2"
"219","4","7","1","7","Riv_SA","8","2","pathway",0,0,NA,"batch_2"
"220","4","7","1","7","Riv_SA","8","4","salivation phloem",0,0,NA,"batch_2"
"221","4","7","1","7","Riv_SA","8","5","phloem feeding",100,1,100,"batch_2"
"222","4","7","1","7","Riv_SA","8","6","penetration difficulties",0,0,NA,"batch_2"
"223","4","7","1","7","Riv_SA","8","7","xylem ingestion",0,0,NA,"batch_2"
"224","4","7","1","7","Riv_SA","8","3","3",0,0,NA,"batch_2"
"225","5","7","1","1","Riv_SA","1","1","non probing",8.53361111111112,10,0.853361111111112,"batch_2"
"226","5","7","1","1","Riv_SA","1","2","pathway",91.4663888888889,9,10.1629320987654,"batch_2"
"227","5","7","1","1","Riv_SA","1","4","salivation phloem",0,0,NA,"batch_2"
"228","5","7","1","1","Riv_SA","1","5","phloem feeding",0,0,NA,"batch_2"
"229","5","7","1","1","Riv_SA","1","6","penetration difficulties",0,0,NA,"batch_2"
"230","5","7","1","1","Riv_SA","1","7","xylem ingestion",0,0,NA,"batch_2"
"231","5","7","1","1","Riv_SA","1","3","3",0,0,NA,"batch_2"
"232","5","7","1","1","Riv_SA","2","1","non probing",7.94305555555553,5,1.58861111111111,"batch_2"
"233","5","7","1","1","Riv_SA","2","2","pathway",91.5116666666667,6,15.2519444444444,"batch_2"
"234","5","7","1","1","Riv_SA","2","4","salivation phloem",0,0,NA,"batch_2"
"235","5","7","1","1","Riv_SA","2","5","phloem feeding",0,0,NA,"batch_2"
"236","5","7","1","1","Riv_SA","2","6","penetration difficulties",0,0,NA,"batch_2"
"237","5","7","1","1","Riv_SA","2","7","xylem ingestion",0,0,NA,"batch_2"
"238","5","7","1","1","Riv_SA","2","3","3",0,0,NA,"batch_2"
"239","5","7","1","1","Riv_SA","3","1","non probing",22.5713888888891,12,1.88094907407409,"batch_2"
"240","5","7","1","1","Riv_SA","3","2","pathway",61.2944444444443,15,4.08629629629629,"batch_2"
"241","5","7","1","1","Riv_SA","3","4","salivation phloem",4.57249999999995,6,0.762083333333325,"batch_2"
"242","5","7","1","1","Riv_SA","3","5","phloem feeding",8.46000000000001,3,2.82,"batch_2"
"243","5","7","1","1","Riv_SA","3","6","penetration difficulties",0,0,NA,"batch_2"
"244","5","7","1","1","Riv_SA","3","7","xylem ingestion",0,0,NA,"batch_2"
"245","5","7","1","1","Riv_SA","3","3","3",0,0,NA,"batch_2"
"246","5","7","1","1","Riv_SA","4","1","non probing",20.5380555555555,15,1.3692037037037,"batch_2"
"247","5","7","1","1","Riv_SA","4","2","pathway",78.9641666666667,15,5.26427777777778,"batch_2"
"248","5","7","1","1","Riv_SA","4","4","salivation phloem",0,0,NA,"batch_2"
"249","5","7","1","1","Riv_SA","4","5","phloem feeding",0,0,NA,"batch_2"
"250","5","7","1","1","Riv_SA","4","6","penetration difficulties",0,0,NA,"batch_2"
"251","5","7","1","1","Riv_SA","4","7","xylem ingestion",0,0,NA,"batch_2"
"252","5","7","1","1","Riv_SA","4","3","3",0,0,NA,"batch_2"
"253","5","7","1","1","Riv_SA","5","1","non probing",19.0997222222221,14,1.36426587301587,"batch_2"
"254","5","7","1","1","Riv_SA","5","2","pathway",68.7041666666668,17,4.04142156862746,"batch_2"
"255","5","7","1","1","Riv_SA","5","4","salivation phloem",10.2758333333333,3,3.42527777777778,"batch_2"
"256","5","7","1","1","Riv_SA","5","5","phloem feeding",0,0,NA,"batch_2"
"257","5","7","1","1","Riv_SA","5","6","penetration difficulties",0,0,NA,"batch_2"
"258","5","7","1","1","Riv_SA","5","7","xylem ingestion",0,0,NA,"batch_2"
"259","5","7","1","1","Riv_SA","5","3","3",0,0,NA,"batch_2"
"260","5","7","1","1","Riv_SA","6","1","non probing",3.60055555555562,3,1.20018518518521,"batch_2"
"261","5","7","1","1","Riv_SA","6","2","pathway",81.2638888888887,5,16.2527777777777,"batch_2"
"262","5","7","1","1","Riv_SA","6","4","salivation phloem",3.65694444444453,4,0.914236111111132,"batch_2"
"263","5","7","1","1","Riv_SA","6","5","phloem feeding",9.68472222222222,2,4.84236111111111,"batch_2"
"264","5","7","1","1","Riv_SA","6","6","penetration difficulties",0,0,NA,"batch_2"
"265","5","7","1","1","Riv_SA","6","7","xylem ingestion",0,0,NA,"batch_2"
"266","5","7","1","1","Riv_SA","6","3","3",0,0,NA,"batch_2"
"267","5","7","1","1","Riv_SA","7","1","non probing",15.9363888888889,16,0.996024305555553,"batch_2"
"268","5","7","1","1","Riv_SA","7","2","pathway",60.6355555555556,16,3.78972222222223,"batch_2"
"269","5","7","1","1","Riv_SA","7","4","salivation phloem",0,0,NA,"batch_2"
"270","5","7","1","1","Riv_SA","7","5","phloem feeding",0,0,NA,"batch_2"
"271","5","7","1","1","Riv_SA","7","6","penetration difficulties",0,0,NA,"batch_2"
"272","5","7","1","1","Riv_SA","7","7","xylem ingestion",0,0,NA,"batch_2"
"273","5","7","1","1","Riv_SA","7","3","3",0,0,NA,"batch_2"
"274","5","7","1","1","Riv_SA","8","1","non probing",11.1438888888889,10,1.11438888888889,"batch_2"
"275","5","7","1","1","Riv_SA","8","2","pathway",70.6688888888891,13,5.43606837606839,"batch_2"
"276","5","7","1","1","Riv_SA","8","4","salivation phloem",5.79444444444429,3,1.93148148148143,"batch_2"
"277","5","7","1","1","Riv_SA","8","5","phloem feeding",0,0,NA,"batch_2"
"278","5","7","1","1","Riv_SA","8","6","penetration difficulties",0,0,NA,"batch_2"
"279","5","7","1","1","Riv_SA","8","7","xylem ingestion",7.97472222222221,1,7.97472222222221,"batch_2"
"280","5","7","1","1","Riv_SA","8","3","3",0,0,NA,"batch_2"
"281","6","6","3","5","Riv_SA","1","1","non probing",21.5158333333333,7,3.07369047619047,"batch_2"
"282","6","6","3","5","Riv_SA","1","2","pathway",61.1238888888889,8,7.64048611111111,"batch_2"
"283","6","6","3","5","Riv_SA","1","4","salivation phloem",7.88722222222222,5,1.57744444444444,"batch_2"
"284","6","6","3","5","Riv_SA","1","5","phloem feeding",9.47305555555555,3,3.15768518518518,"batch_2"
"285","6","6","3","5","Riv_SA","1","6","penetration difficulties",0,0,NA,"batch_2"
"286","6","6","3","5","Riv_SA","1","7","xylem ingestion",0,0,NA,"batch_2"
"287","6","6","3","5","Riv_SA","1","3","3",0,0,NA,"batch_2"
"288","6","6","3","5","Riv_SA","2","1","non probing",0,0,NA,"batch_2"
"289","6","6","3","5","Riv_SA","2","2","pathway",0,0,NA,"batch_2"
"290","6","6","3","5","Riv_SA","2","4","salivation phloem",1.26444444444443,1,1.26444444444443,"batch_2"
"291","6","6","3","5","Riv_SA","2","5","phloem feeding",51.8905555555556,1,51.8905555555556,"batch_2"
"292","6","6","3","5","Riv_SA","2","6","penetration difficulties",0,0,NA,"batch_2"
"293","6","6","3","5","Riv_SA","2","7","xylem ingestion",0,0,NA,"batch_2"
"294","6","6","3","5","Riv_SA","2","3","3",0,0,NA,"batch_2"
"295","6","6","3","5","Riv_SA","3","1","non probing",0,0,NA,"batch_2"
"296","6","6","3","5","Riv_SA","3","2","pathway",0,0,NA,"batch_2"
"297","6","6","3","5","Riv_SA","3","4","salivation phloem",32.22,1,32.22,"batch_2"
"298","6","6","3","5","Riv_SA","3","5","phloem feeding",0.459166666666704,1,0.459166666666704,"batch_2"
"299","6","6","3","5","Riv_SA","3","6","penetration difficulties",0,0,NA,"batch_2"
"300","6","6","3","5","Riv_SA","3","7","xylem ingestion",0,0,NA,"batch_2"
"301","6","6","3","5","Riv_SA","3","3","3",0,0,NA,"batch_2"
"302","6","6","3","5","Riv_SA","4","1","non probing",3.42944444444441,4,0.857361111111103,"batch_2"
"303","6","6","3","5","Riv_SA","4","2","pathway",90.3472222222222,5,18.0694444444444,"batch_2"
"304","6","6","3","5","Riv_SA","4","4","salivation phloem",0.35361111111115,1,0.35361111111115,"batch_2"
"305","6","6","3","5","Riv_SA","4","5","phloem feeding",0,0,NA,"batch_2"
"306","6","6","3","5","Riv_SA","4","6","penetration difficulties",0,0,NA,"batch_2"
